expected_return,volatility,sharpe,alpha_capm_mvo,alpha_hrp,alpha_mpt,alpha_risk_parity,w_SPY,w_EEM,w_VIG,w_GLD,w_BTC,w_LATAM,w_CORP,frontier_rank,frontier_pct,profile_bucket,bucket_size
0.18445074101732287,0.07546716167534614,2.0608065151015755,0.026025785824856283,0.2784937339106617,0.4367404900537466,0.2587399902107354,0.027848066850947453,0.026706626098142353,0.024592983973447533,0.10257443725845457,0.023659469046792208,0.5710106231970272,0.22360779357518865,18.0,0.18,muy_conservador,20
0.20651433290744278,0.08376722321875292,2.1200035470095533,0.032102324848962485,0.2580143484848386,0.5334597636356955,0.17642356303050347,0.024758966071909295,0.02234913562534411,0.019260243727280253,0.10728556725442741,0.025394856023102187,0.5375538908650775,0.26339734043285923,33.0,0.33,conservador,20
0.233680159997942,0.09496630973978865,2.1560555316767234,0.031467071158210985,0.1517257748315283,0.6265374111249659,0.19026974288529472,0.024874183216491572,0.022177562217351864,0.019453145368854084,0.12056051939916355,0.028984795580759483,0.4771890322186037,0.3067607619987756,60.0,0.6,moderado,20
0.25088891655112705,0.10180329826147841,2.1802966876424863,0.031485074911943474,0.12093598600915804,0.6974886677311458,0.1500902713477527,0.022283740505013805,0.01927520615448339,0.016428037356659896,0.12586603225573986,0.03056528925336662,0.4486376757400388,0.33694401873469765,80.0,0.8,levemente_riesgoso,20
0.2761748764984012,0.11245437442004269,2.1986459416361206,0.029159542856483516,0.013096235516423194,0.7813377409700516,0.17640648065704176,0.02258801097289512,0.01956821751536962,0.017323804334801036,0.13911241896407206,0.03405640026612278,0.3906164950477113,0.3767346528990282,98.0,0.98,muy_riesgoso,20
