expected_return,volatility,sharpe,alpha_capm_mvo,alpha_hrp,alpha_mpt,alpha_risk_parity,w_SPY,w_EEM,w_VIG,w_GLD,w_BTC,w_LATAM,w_CORP,frontier_rank,frontier_pct
0.22364573523986672,0.09066705750619339,2.147618087925927,0.022669582169375483,0.1857900178809482,0.5911917884989977,0.2003486114506786,0.022724230503083167,0.02138341770243217,0.019549600329974354,0.11683279676142606,0.02765034941874431,0.5010106425157846,0.2908489627685552,50,0.5
0.2271885684329273,0.09224651658844302,2.1492523859401818,0.04220324703779027,0.2033297049656328,0.6120453303631709,0.14242171763340591,0.025785871253895275,0.021653173425631993,0.017470712109355427,0.1143208348058025,0.02775218562760918,0.49523582959601226,0.2977813931816933,51,0.51
0.22742784283225612,0.09230991906683597,2.150368262461465,0.026381530056413728,0.17139796429485277,0.6039704026013247,0.1982501030474088,0.023762451219673363,0.021859344554491053,0.01965989898160959,0.11833583996533624,0.02818773349021052,0.49148639973074015,0.2967083320579391,52,0.52
0.2282238209258947,0.09308545498004125,2.1410036445337335,0.020479864462129627,0.11365184427056244,0.5892060127082588,0.27666227855904924,0.026291916748591,0.025296246153099156,0.024207151488611658,0.12379529010334667,0.029267266678973818,0.4769327079212205,0.2942094209061572,53,0.53
0.2286507150542559,0.09365494688677806,2.1325429049162876,0.05264608065570876,0.1441426979018795,0.5985975921871358,0.204613629255276,0.03276269884486159,0.027282854954933985,0.022432166764479622,0.11866888217391977,0.029092648579668513,0.47422389345784505,0.2955368552242915,54,0.54
0.2288207337512525,0.09389261645948511,2.128955595533556,0.0319622823026482,0.08620483420288345,0.5820399210792077,0.29979296241526054,0.03139038609170261,0.028860518589129365,0.026741862376429566,0.1252553544427933,0.02996342351940432,0.46513684412988837,0.29265161085065233,55,0.55
0.22885234970164364,0.09400560728241185,2.1267329994527184,0.08255084229614436,0.18292938795024313,0.6098441006398703,0.12467566911374217,0.038040368128052095,0.02837509147736307,0.019943603882482612,0.11299511980343482,0.028719458634132833,0.4747421268969622,0.2971842311775723,56,0.56
0.23117204238718517,0.09405494762559866,2.150280500199814,0.04139043921044073,0.17032128823246706,0.6200201334788673,0.1682681390782249,0.026928826508163355,0.022887428024211568,0.01898344238285701,0.11778979464999934,0.028603126357217547,0.48193286974043503,0.3028745123371162,57,0.57
0.23249653179445726,0.0945654087499326,2.1526794197255215,0.04134314266602923,0.16893045622642672,0.6258071076312188,0.16391929347632528,0.02664148665282444,0.02258081910969767,0.018664425462666976,0.11811989454476922,0.028705473114579428,0.4800143167018605,0.30527358441360186,58,0.58
0.2327473773454521,0.09474273508660463,2.1512979818304183,0.025286258735038866,0.1259616055755845,0.6141742820649762,0.23457785362440053,0.025389254310384857,0.023612114010380537,0.02179705045446927,0.12308307423982529,0.029349906052820295,0.4733600017656757,0.303408599166444,59,0.59
0.233680159997942,0.09496630973978865,2.1560555316767234,0.031467071158210985,0.1517257748315283,0.6265374111249659,0.19026974288529472,0.024874183216491572,0.022177562217351864,0.019453145368854084,0.12056051939916355,0.028984795580759483,0.4771890322186037,0.3067607619987756,60,0.6
0.23459652913781898,0.09528588251968625,2.158441535500096,0.031836595530313705,0.1551488857851877,0.6319510756014564,0.1810634430830421,0.024453214533081937,0.021679352039027915,0.01886568378834149,0.12038761733578,0.028976558510262537,0.4769105578279314,0.3087270159655746,61,0.61
0.23615864019188804,0.09608751307265415,2.1566914472502776,0.02154613473124563,0.11135746864443488,0.6257503985371067,0.24134599808721285,0.024485126525000196,0.02317681158866298,0.021815847346015882,0.12515523476401894,0.02978107082080281,0.4666257187376997,0.30896019021779947,62,0.62
0.2364296314457004,0.0963855201311423,2.1528348719063515,0.03450552001772951,0.12024518341877992,0.6288829293590816,0.21636636720440877,0.0273221303433826,0.02421180678100063,0.021361779624759224,0.12339083363653655,0.029781366764947154,0.4645045748111008,0.30942750803827285,63,0.63
0.23761763612542813,0.0965104519128334,2.1623576455052547,0.03473330642510169,0.15307157121541584,0.6452634694876216,0.1669316528718609,0.0245470322009292,0.021314697383163137,0.01813701748073204,0.12080265577298034,0.029224915008507026,0.47185706570757735,0.3141166164461109,64,0.64
0.23775500758898344,0.09693524910999392,2.1542987400948244,0.03900351863569789,0.12484535313750017,0.6362705602480707,0.19988056797873127,0.027838212975811755,0.02407291738662495,0.020666079027730083,0.12284581952628583,0.02982344653427647,0.4627255741481118,0.31202795040115916,65,0.65
0.23783224226390737,0.09702661417786358,2.1530661610061927,0.028880590818919364,0.0970292306634343,0.6283163690663371,0.2457738094513091,0.02712725986375241,0.02480477994747176,0.02273062041086316,0.12602307033004814,0.030238957284068713,0.45843031628597963,0.3106449958778161,66,0.66
0.2385021973240183,0.09703591041109076,2.1597640901766537,0.029519195834237053,0.121988691785062,0.6396334269171986,0.2088586854635023,0.025213135014188284,0.022739036830644495,0.02037033230729189,0.12398017214844179,0.029807967597510213,0.46414505712208537,0.3137442989798379,67,0.67
0.23854656927756018,0.09720782755814573,2.156400898802404,0.04904112693836897,0.14934179143102513,0.6472330275300688,0.15438405410053702,0.028528786866342852,0.023320266728519553,0.0185987987380672,0.12009175585696553,0.029520449891163345,0.4651327020778923,0.31480723984104914,68,0.68
0.24108192299808776,0.09768014026047099,2.171929727699177,0.020250462583971507,0.1362838722439868,0.6572569580155623,0.18620870715647928,0.020817111961916563,0.019531112335513853,0.01799207062454521,0.12394587898342496,0.02957271959727874,0.46794778766790457,0.32019331882941593,69,0.69
0.241506348837559,0.09839298861138741,2.1605078702976894,0.05564805619382409,0.15732390822204598,0.6632605499537769,0.1237674856303529,0.028902973475735446,0.02270814580255665,0.017136090334587753,0.11934845241383729,0.029617205483948434,0.46165591675055884,0.32063121573877545,70,0.7
0.24210222114438662,0.09873741608054591,2.159006251591007,0.014762812864171498,0.056045624209354744,0.6361142277867181,0.2930773351397556,0.02510806495064313,0.024712504106155057,0.024423424520626978,0.13129620607924944,0.031100155860625568,0.4469490090695579,0.3164106354131418,71,0.71
0.24290612862723554,0.09904588221740586,2.1603988098869835,0.027949894821221292,0.08366629887794598,0.6479031469429607,0.24048065935787202,0.026430100481279292,0.024152617273902402,0.02218008222061276,0.12802388764014525,0.03077571101783794,0.4491629148047131,0.3192746865615092,72,0.72
