scenario_id,base_model,annual_return_oos,annual_volatility_oos,sharpe_oos,max_drawdown_oos,total_return_oos
10,risk_parity,0.10258104327561512,0.038343454181896545,2.1568670088324,-0.007950319696342745,0.18636523678688555
10,hrp,0.018962786262064046,0.010799166195768557,0.2603215171075009,-0.0037021974243561795,0.03342048438910661
11,mpt,0.27106004492967783,0.08158795068147615,2.560983962580143,-0.010844399200997334,0.52156537726803
11,capm_mvo,0.13160159830555274,0.09673448795425256,0.953890612384693,-0.04425217372525103,0.24154857657894335
11,risk_parity,0.1712915170871594,0.06080153795105683,2.0475927819061197,-0.014956155230252954,0.3187538680188897
11,hrp,0.04708670062774711,0.03108612396734706,0.32727603874916883,-0.01923043555095838,0.0838511086008058
12,mpt,0.46956739245549506,0.15947869015719118,2.357592920244514,-0.057526347495777785,0.9614698518560958
12,capm_mvo,0.8108305912852396,0.2642362927324818,2.315949458864649,-0.08704611665919226,1.8267421164142474
12,risk_parity,0.2565772572895968,0.1445279783145733,1.479288647105215,-0.10611112313104454,0.49135519566007746
12,hrp,0.06093884571508701,0.03509745043473777,0.9510920925025128,-0.028725138964027397,0.10906784623186727
13,mpt,0.46974901449642625,0.24529185322074606,1.589667107612517,-0.10705688831574711,0.9618940989320071
13,capm_mvo,0.48255318348981224,0.2508420561930667,1.5941591534318833,-0.10221084609968889,0.9919021162317421
13,risk_parity,0.2527024772068125,0.1346701037903485,1.5521019687237703,-0.08795647758907676,0.48331670729225595
13,hrp,0.05266612556118688,0.030556253999753265,0.823516949554216,-0.007191803220225168,0.09397811363463737
14,mpt,0.7757685531249061,0.20032758390311162,2.8838504643440137,-0.0013694462444532318,1.7316567808704018
14,capm_mvo,0.9109343517607174,0.21436204812064197,3.064742303294524,0.0,2.105847253804895
14,risk_parity,0.1386946198285337,0.09425571558714896,1.1393650233137858,-0.054701943358617444,0.2551993919058595
14,hrp,0.009630777139402857,0.011851186791482594,-1.4954025513318905,-0.012493838457888873,0.016914679703077473
15,mpt,0.2728327774284178,0.06412152217868139,3.293210256732633,-0.0017435433053433202,0.5252810106782746
15,capm_mvo,0.13714388640979247,0.06979639977769328,1.3914044716150729,-0.03407333260337775,0.25220947738274213
15,risk_parity,0.12360518682678023,0.04202788284640608,1.9874366709601918,-0.012842413261323515,0.22623592882302535
15,hrp,0.05410560346325255,0.02833497238320018,0.6624367956224771,-0.019381515392964843,0.09659740408330553
16,mpt,0.37405855913087116,0.1260160803894576,2.374457407137139,-0.04603263039791794,0.7438501900680634
16,capm_mvo,0.0904065042818174,0.15389824887805717,0.4433414677669751,-0.15728576209893708,0.1635358217873346
16,risk_parity,0.15374257668013902,0.07485288873016734,1.5556147650662677,-0.050968059654178166,0.28437135055937857
16,hrp,0.044664647232220966,0.022387942041117145,0.6231931583854936,-0.014721055910122072,0.0794674998013023
17,mpt,0.15884626673858837,0.03424342981965835,3.5216623467158916,-0.0017074085234168868,0.29433053092515626
17,capm_mvo,-0.05788595373815242,0.16675742764245532,-0.4466219212284925,-0.18915898141190912,-0.09909066286837276
17,risk_parity,0.03085823215145278,0.07539249246220846,0.0641012584210578,-0.07902603127033825,0.0546252158638616
17,hrp,0.012123705181962485,0.020747601243272032,-0.772573142288139,-0.01737575342114106,0.021312845382073675
18,mpt,0.3912845015235622,0.0822382238802493,3.6442801014024306,-0.019732640363535392,0.7822881011739382
18,capm_mvo,0.1039780025171666,0.10789121958690137,0.6172609205645402,-0.07144312835323074,0.188996934157597
18,risk_parity,0.18314789736558668,0.06879751050669836,1.9384796261061468,-0.02008731002655273,0.3422033345815947
18,hrp,0.08838734040878649,0.039460304991418324,1.2039221494833787,-0.010909995590470345,0.1597679231394542
19,mpt,0.33348780296232894,0.12364175900320724,2.188202300352085,-0.054312504530723005,0.6547440700794112
19,capm_mvo,0.17283693499978292,0.11988841147171853,1.1664192671517124,-0.13408155765775076,0.3218003424849114
19,risk_parity,0.1981817045672809,0.07246339147436133,2.1668419202854534,-0.05280199727784274,0.3721914117962417
19,hrp,0.09723948837750052,0.03734718665793845,1.7722075661670522,-0.00912746424911226,0.1763254704210251
20,mpt,0.24571440105833853,0.13066345978264648,1.556808484733755,-0.04285274391279437,0.4688665773186491
20,capm_mvo,0.07857020255017977,0.18116716457371906,0.3621755458823902,-0.176039120257942,0.14152317112270407
20,risk_parity,0.13553903019519264,0.09767373560188086,1.0874733996426655,-0.06095216601788589,0.24911842895621694
20,hrp,0.06890602748197927,0.0363981743951354,1.137630549334603,-0.0122777456451868,0.12368393147195933
21,mpt,1.1861996967374657,0.22289687166954358,3.5351113377985577,-0.026259088366337835,2.9305850865368823
21,capm_mvo,0.13934335182045743,0.06889109539832973,1.3268784729667884,-0.03119490900227495,0.2564510957485009
21,risk_parity,0.19680463473615473,0.04995984703157613,2.8060564249135016,-0.010885407540267011,0.36943274789597935
21,hrp,0.07371025622124128,0.03056028052939677,0.9745501943392141,-0.008828627636961128,0.13253707411075388
22,mpt,0.2909316973078191,0.08821672560371413,2.8200658823953,-0.013671324512935734,0.5634381780552258
22,capm_mvo,0.29093169730781976,0.08821672560371425,2.8200658823953018,-0.013671324512935734,0.5634381780552273
22,risk_parity,0.09490832874846622,0.02675138709591121,2.9325648185152335,-0.0056332370791550845,0.17195538499575203
22,hrp,0.013047314506070773,0.009276463864210814,0.01181863246580527,-0.005496332265347181,0.02294439443577989
23,mpt,0.8182396764622,0.09885047090384746,5.926645174106152,0.0,1.8470131837338073
23,capm_mvo,-0.01917422100742472,0.10669171509339226,-0.42618489549596084,-0.11596707628836356,-0.03331322811238702
23,risk_parity,0.04063336749780011,0.049101840527916975,0.19292945735124103,-0.038970612957219375,0.07218828502085284
23,hrp,0.018175165876747723,0.016134085749260257,-0.8316015080252331,-0.010091820266466267,0.03202299722413371
24,mpt,0.27990285831347084,0.07448710061786573,2.884922649515204,-0.013275171935378416,0.5401384584072784
24,capm_mvo,0.07558844333365466,0.125710237720578,0.347257836288202,-0.08262261354333722,0.1360062552748753
24,risk_parity,0.13177137359623337,0.07483940232656286,1.2035338820663584,-0.039340736155760836,0.24187456871875535
24,hrp,0.05148370840088656,0.0279079983583158,0.4898407408582328,-0.012020428611089096,0.09182858236013303
25,mpt,0.7554407936732428,0.3736156575090776,1.6092424743635998,-0.20192386101555182,1.6771692392123163
25,capm_mvo,0.8363077711989719,0.3841802231351086,1.695347976423301,-0.17333582612995957,1.8967070495340486
25,risk_parity,0.07780328028948236,0.05611358124675832,0.7602224912025908,-0.05072436656866153,0.1401031007033764
25,hrp,0.055107820693478526,0.03075901889878832,0.6572818974042071,-0.007969007211644064,0.09842263496797155
26,mpt,0.22480763817174698,0.05449460596929926,3.015755160320539,0.0,0.425997619739783
26,capm_mvo,0.13828054505861131,0.0835284095469616,1.1012963719744375,-0.03165482152737931,0.2544007298697142
26,risk_parity,0.16617310809912023,0.04725653656622233,2.417136117048343,-0.013355860504416728,0.3086854959190679
26,hrp,0.07708057612725217,0.038494632342352696,0.8739822491055275,-0.017515613581080114,0.13876560003709093
27,mpt,0.302345154998221,0.077660997522467,3.095211411532087,-0.009246420511123787,0.58770814500549
27,capm_mvo,0.1357149052451152,0.140707973283325,0.7669073389816421,-0.15482003658846066,0.24945701500178297
27,risk_parity,0.13791425381038924,0.06101034714228576,1.6747678464995739,-0.043519451457022296,0.25369441367544265
27,hrp,0.034023472458693194,0.024474487783347258,0.17633700653078074,-0.019125388435267454,0.06029861828708505
