date,muy_conservador,conservador,moderado,levemente_riesgoso,muy_riesgoso,Plazo fijo UVA,Plazo fijo BADLAR,Money market,Merval
2021-10-31,114.11063871464714,116.05325294241588,117.36001013813042,119.03398176633893,121.4409224688019,79.9158397485981,68.1260823528681,65.0253673993721,87.9633554649073
2021-11-30,113.42821689847445,115.26289815445604,116.54112376973578,118.05749003606172,120.29159441553024,81.50523856135867,68.71252421488208,65.6065112725867,82.06794396825387
2021-12-31,113.81220275555084,115.59219546980157,116.82964490900407,118.65489023264384,121.13907980178809,86.02738486330057,72.08005817912355,68.78938106185363,88.46987164740536
2022-01-31,112.30596438795948,113.87722918701888,115.091324927934,116.53126838540794,118.637554966841,81.88319912434862,68.33107242323685,65.18116322056584,88.9684148111713
2022-02-28,112.94967073070715,114.66977257599916,116.03525185775813,117.18719893797594,118.86503449996626,92.6601366830014,76.34450320434222,72.69718130155994,94.10283484847373
2022-03-31,113.70342281245443,115.54330998171946,117.07827713962163,118.26578307669875,120.08291682061032,99.74759303115482,80.75443869755988,76.65506458489169,99.72636434415291
2022-04-30,111.8255312996545,113.4151980630637,114.68487481967604,115.55126481160475,116.68316788075356,97.25883121847026,76.83780852050839,72.77464778852188,89.50897555161512
2022-05-31,111.15411505807336,112.56098419335729,113.5382818763998,114.66482629190357,115.88046174547608,103.19778749759834,78.86225455100794,74.5631989761258,92.98964129383603
2022-06-30,108.96149879766992,110.055061865177,110.45369603820792,111.38228041894092,111.87939079218316,90.49309632959552,67.60557748149189,63.88143464861431,74.03947876631725
2022-07-31,109.66922875301542,110.862694049057,112.1883817841194,112.6092835368324,114.55540079413248,85.72613259397905,62.93248145545333,59.40503039392505,92.51343153501219
2022-08-31,108.90086004206064,109.92677756838494,110.78218506581808,111.43279513499962,112.77644868156982,89.46358934415592,64.11457574170694,60.52077544934572,100.55226836345564
2022-09-30,106.9394374396512,107.80952417779086,108.55696151620582,108.64998523645126,109.095078104292,89.72690508285613,62.48096376180708,59.23350873169183,96.08837403405792
2022-10-31,107.95539628148008,108.88128957287296,109.54990157169236,110.12155526207056,110.8988707388108,98.3804805780886,67.2680997775107,64.14029982532567,106.71093865194968
2022-11-30,109.51845324413472,110.51981252013304,111.21738940098814,112.32608505613432,113.58291696890538,98.55156914331486,65.98986073406482,63.30561713903572,112.66639564559146
